No_Siri;No_Pendaftaran_SSM;Nama_Pendaftaran;Nama_Perniagaan;Negeri;Kod_Industri;BBU__SBU;Pegawai;Penyelia;Pegawai_Kerja_Luar;Siri_Kekerapan;Tahun_Rujukan;Status_Respon;Status_Rekod;Cara_Terima;Tarikh_Terima;Bilangan_Pekerja;Gaji_dan_Upah_RM;Nilai_Jualan_RM;Jumlah_pendapatan;Jumlah_Perbelanjaan_RM;Jumlah_Harta__AsetRM;Stok_Akhir_RM;Catatan
A2303;SSM2303;SYARIKAT A2303;;JOHOR;47199;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;51528;43860;1;0;
A2304;SSM2304;SYARIKAT A2304;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/07/2019;1;0;;121770;68426;6757;12481;
A2305;SSM2305;SYARIKAT A2305;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;15/05/2019;3;52564;;526869;429337;269307;63223;
A2306;SSM2306;SYARIKAT A2306;;JOHOR;45401;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;64645;55025;1;0;
A2307;SSM2307;SYARIKAT A2307;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;5;109543;;388288;269249;49465;29321;
A2308;SSM2308;SYARIKAT A2308;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;17/06/2019;1;0;;98422;66243;4277;1812;
A2309;SSM2309;SYARIKAT A2309;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2310;SSM2310;SYARIKAT A2310;;JOHOR;46599;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;4;50544;;272872;228942;23182;28909;
A2311;SSM2311;SYARIKAT A2311;;JOHOR;46592;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/07/2019;5;88200;;655013;591441;34289;5314;
A2312;SSM2312;SYARIKAT A2312;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2313;SSM2313;SYARIKAT A2313;;JOHOR;47531;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A2314;SSM2314;SYARIKAT A2314;;JOHOR;46329;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2315;SSM2315;SYARIKAT A2315;;JOHOR;46632;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2316;SSM2316;SYARIKAT A2316;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/08/2019;1;0;;99190;88180;508;15870;
A2317;SSM2317;SYARIKAT A2317;;JOHOR;47510;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;50959;43375;1;0;
A2318;SSM2318;SYARIKAT A2318;;JOHOR;47531;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A2319;SSM2319;SYARIKAT A2319;;JOHOR;47531;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;58013;49380;1;0;
A2320;SSM2320;SYARIKAT A2320;;JOHOR;47191;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;02/06/2019;;;;;;;;
A2321;SSM2321;SYARIKAT A2321;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;72-Pemilik atau pengurus tiada;Dalam Proses;;;;;;;;;;
A2322;SSM2322;SYARIKAT A2322;;JOHOR;46591;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2323;SSM2323;SYARIKAT A2323;;JOHOR;47739;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2324;SSM2324;SYARIKAT A2324;;JOHOR;47531;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;69151;58861;1;;
A2325;SSM2325;SYARIKAT A2325;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;2;0;;229196;128094;9113;3400;
A2326;SSM2326;SYARIKAT A2326;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2327;SSM2327;SYARIKAT A2327;;JOHOR;46433;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2328;SSM2328;SYARIKAT A2328;;JOHOR;47531;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;55623;47345;1;0;
A2329;SSM2329;SYARIKAT A2329;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/08/2019;1;0;;80576;68585;1;250;
A2330;SSM2330;SYARIKAT A2330;;JOHOR;47215;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;76948;65498;1;0;
A2331;SSM2331;SYARIKAT A2331;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;55526;47263;1;0;
A2332;SSM2332;SYARIKAT A2332;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;1;0;;36113;28761;255;127;
A2333;SSM2333;SYARIKAT A2333;;JOHOR;46639;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2334;SSM2334;SYARIKAT A2334;;JOHOR;46326;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2335;SSM2335;SYARIKAT A2335;;JOHOR;47194;SBU;Boss;Ketua;Amoi;;2018;50-Salah Penyiasatan;Selesai;Kerja Luar;16/07/2019;0;0;;0;0;0;0;
A2336;SSM2336;SYARIKAT A2336;;JOHOR;47532;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;26/06/2019;1;0;;77578;66034;1;4250;
A2337;SSM2337;SYARIKAT A2337;;JOHOR;46632;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2338;SSM2338;SYARIKAT A2338;;JOHOR;46493;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2339;SSM2339;SYARIKAT A2339;;JOHOR;46491;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2340;SSM2340;SYARIKAT A2340;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;17/06/2019;2;0;;81129;69056;1215;4203;
A2341;SSM2341;SYARIKAT A2341;;JOHOR;47215;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;07/07/2019;1;0;;75781;54711;15190;5085;
A2342;SSM2342;SYARIKAT A2342;;JOHOR;47194;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;15/08/2019;3;14461;;102877;90729;5902;4028;
A2343;SSM2343;SYARIKAT A2343;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;17/06/2019;3109;14464;;85591;47422;1;0;
A2344;SSM2344;SYARIKAT A2344;;JOHOR;47222;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;48145;40980;1;0;
A2345;SSM2345;SYARIKAT A2345;;JOHOR;47531;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2346;SSM2346;SYARIKAT A2346;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;81398;69285;1;;
A2347;SSM2347;SYARIKAT A2347;;JOHOR;46204;SBU;Boss;Ketua;Amoi;;2018;22-Tidak terdapat pertubuhan di alamat yang diberi;Selesai;Kerja Luar;15/07/2019;;;;;;;;
A2348;SSM2348;SYARIKAT A2348;;JOHOR;47531;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;18/07/2019;3;27540;;490659;459653;17524;97023;
A2349;SSM2349;SYARIKAT A2349;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;63085;53697;1;;
A2350;SSM2350;SYARIKAT A2350;;JOHOR;47199;SBU;Boss;Ketua;Amoi;;2018;22-Tidak terdapat pertubuhan di alamat yang diberi;Selesai;Kerja Luar;16/07/2019;;;;;;;;
A2351;SSM2351;SYARIKAT A2351;;JOHOR;46494;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;6;86563;;604347;;;;
A2352;SSM2352;SYARIKAT A2352;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2353;SSM2353;SYARIKAT A2353;;JOHOR;47222;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;63737;54252;1;0;
A2354;SSM2354;SYARIKAT A2354;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;1;0;;124382;87958;18954;25699;
A2355;SSM2355;SYARIKAT A2355;;JOHOR;47531;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;21/05/2019;;;;;;;;
A2356;SSM2356;SYARIKAT A2356;;JOHOR;46204;SBU;Boss;Ketua;Amoi;;2018;50-Salah Penyiasatan;Selesai;Kerja Luar;15/05/2019;3;;;26000;;;;
A2357;SSM2357;SYARIKAT A2357;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;69362;59040;1;0;
A2358;SSM2358;SYARIKAT A2358;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;68683;58462;1;0;
A2359;SSM2359;SYARIKAT A2359;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;1;0;;33952;27429;1658;255;
A2360;SSM2360;SYARIKAT A2360;;JOHOR;47739;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2361;SSM2361;SYARIKAT A2361;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A2362;SSM2362;SYARIKAT A2362;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/07/2019;1;0;;72069;45714;10808;4631;
A2363;SSM2363;SYARIKAT A2363;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;50-Salah Penyiasatan;Selesai;Kerja Luar;22/04/2019;1;;;10000;;;;
A2364;SSM2364;SYARIKAT A2364;;JOHOR;47222;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;02/06/2019;;;;;;;;
A2365;SSM2365;SYARIKAT A2365;;JOHOR;45401;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/07/2019;3;39623;;210374;176310;9220;13837;
A2366;SSM2366;SYARIKAT A2366;;JOHOR;46329;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;3;37084;;705611;0;0;0;
A2367;SSM2367;SYARIKAT A2367;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;3;11000;;170939;103935;3240;3209;
A2368;SSM2368;SYARIKAT A2368;;JOHOR;47712;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2369;SSM2369;SYARIKAT A2369;;JOHOR;46639;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2370;SSM2370;SYARIKAT A2370;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;73106;62227;1;0;
A2371;SSM2371;SYARIKAT A2371;;JOHOR;47711;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;5;17374;;566110;0;1;0;
A2372;SSM2372;SYARIKAT A2372;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/08/2019;5;117600;;416225;193950;1;17911;
A2373;SSM2373;SYARIKAT A2373;;JOHOR;47532;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2374;SSM2374;SYARIKAT A2374;;JOHOR;47199;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;66476;56583;1;0;
A2375;SSM2375;SYARIKAT A2375;;JOHOR;47199;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;15/08/2019;2;14400;;106742;68315;3121;12918;
A2376;SSM2376;SYARIKAT A2376;;JOHOR;47739;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;69581;59227;1;0;
A2377;SSM2377;SYARIKAT A2377;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2378;SSM2378;SYARIKAT A2378;;JOHOR;47113;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/07/2019;4;45715;;482335;461909;20934;54263;
A2379;SSM2379;SYARIKAT A2379;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;51722;44025;1;0;
A2380;SSM2380;SYARIKAT A2380;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;25/08/2019;5;58006;;840554;500334;7900;10756;
A2381;SSM2381;SYARIKAT A2381;;JOHOR;46521;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;5;58522;;581200;0;1;0;
A2382;SSM2382;SYARIKAT A2382;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;03/07/2019;;;;;;;;
A2383;SSM2383;SYARIKAT A2383;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2384;SSM2384;SYARIKAT A2384;;JOHOR;46325;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2385;SSM2385;SYARIKAT A2385;;JOHOR;46696;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2386;SSM2386;SYARIKAT A2386;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;08/08/2019;10;360370;;5478212;5347166;2053493;233920;
A2387;SSM2387;SYARIKAT A2387;;JOHOR;46416;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2388;SSM2388;SYARIKAT A2388;;JOHOR;46325;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;25/08/2019;7;805169;;2511476;2749066;231196;167127;
A2389;SSM2389;SYARIKAT A2389;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;01/07/2019;;;;;;;;
A2390;SSM2390;SYARIKAT A2390;;JOHOR;47593;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2391;SSM2391;SYARIKAT A2391;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2392;SSM2392;SYARIKAT A2392;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;22-Tidak terdapat pertubuhan di alamat yang diberi;Selesai;Kerja Luar;15/07/2019;;;;;;;;
A2393;SSM2393;SYARIKAT A2393;;JOHOR;46319;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2394;SSM2394;SYARIKAT A2394;;JOHOR;47300;SBU;Boss;Ketua;Amoi;;2018;60-Pendua;Selesai;Kerja Luar;17/06/2019;;;;;;;;
A2395;SSM2395;SYARIKAT A2395;;JOHOR;46325;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2396;SSM2396;SYARIKAT A2396;;JOHOR;45300;BBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;131876976;;;;
A2397;SSM2397;SYARIKAT A2397;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2398;SSM2398;SYARIKAT A2398;;JOHOR;46521;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2399;SSM2399;SYARIKAT A2399;;JOHOR;47593;SBU;Boss;Ketua;Amoi;;2018;50-Salah Penyiasatan;Selesai;Kerja Luar;16/05/2019;30;;;5500000;;;;
A2400;SSM2400;SYARIKAT A2400;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2401;SSM2401;SYARIKAT A2401;;JOHOR;45109;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;58242;49575;1;0;
A2402;SSM2402;SYARIKAT A2402;;JOHOR;46633;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2403;SSM2403;SYARIKAT A2403;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;22/08/2019;3;97521;;369773;300549;35575;36121;
A2404;SSM2404;SYARIKAT A2404;;JOHOR;46205;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2405;SSM2405;SYARIKAT A2405;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;;;;;;;;;
A2406;SSM2406;SYARIKAT A2406;;JOHOR;46631;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;15;275150;;18722692;17876377;108764;1810047;
A2407;SSM2407;SYARIKAT A2407;;JOHOR;45102;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2408;SSM2408;SYARIKAT A2408;;JOHOR;47732;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;78241;66598;1;0;
A2409;SSM2409;SYARIKAT A2409;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;50616;43084;1;0;
A2410;SSM2410;SYARIKAT A2410;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;27/05/2019;;;;;;;;
A2411;SSM2411;SYARIKAT A2411;;JOHOR;47820;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/07/2019;2;0;;97730;50433;7236;4610;
A2412;SSM2412;SYARIKAT A2412;;JOHOR;46531;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2413;SSM2413;SYARIKAT A2413;;JOHOR;46594;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2414;SSM2414;SYARIKAT A2414;;JOHOR;45104;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2415;SSM2415;SYARIKAT A2415;;JOHOR;46329;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2416;SSM2416;SYARIKAT A2416;;JOHOR;46431;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;2;91420;;364606;289926;18084;35911;
A2417;SSM2417;SYARIKAT A2417;;JOHOR;45102;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;62430;53140;1;;
A2418;SSM2418;SYARIKAT A2418;;JOHOR;47731;SBU;Boss;Ketua;Amoi;;2018;22-Tidak terdapat pertubuhan di alamat yang diberi;Selesai;Kerja Luar;27/05/2019;;;;;;;;
A2419;SSM2419;SYARIKAT A2419;;JOHOR;47712;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;72555;61758;1;0;
A2420;SSM2420;SYARIKAT A2420;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;78249;66605;1;0;
A2421;SSM2421;SYARIKAT A2421;;JOHOR;47194;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A2422;SSM2422;SYARIKAT A2422;;JOHOR;46632;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;22/08/2019;3;123923;;844847;817094;359204;49055;
A2423;SSM2423;SYARIKAT A2423;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2424;SSM2424;SYARIKAT A2424;;JOHOR;46434;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2425;SSM2425;SYARIKAT A2425;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A2426;SSM2426;SYARIKAT A2426;;JOHOR;47620;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;63499;54050;1;0;
